"Données historiques"
"Date: 01/01/1990 - 21/10/2016"
"CAC 40"
"ISIN","MIC","Date","Ouvert","Haut","Bas","Fermer","Nombre de titres","Number of Trades","Capitaux","Devise"
"FR0003500008","Euronext Paris","28/01/2013","3785.34","3789.12","3771.11","3780.89","0.00","0.00","2275424491.21","EUR"
"FR0003500008","Euronext Paris","29/01/2013","3780.15","3789.92","3762.85","3785.82","0.00","0.00","2235795681.29","EUR"
"FR0003500008","Euronext Paris","30/01/2013","3786.43","3793.26","3759.26","3765.52","0.00","0.00","2753819224.70","EUR"
"FR0003500008","Euronext Paris","31/01/2013","3755.08","3761.22","3725.68","3732.60","0.00","0.00","3265564426.60","EUR"
"FR0003500008","Euronext Paris","01/02/2013","3734.95","3786.25","3731.72","3773.53","0.00","0.00","2837418141.51","EUR"
"FR0003500008","Euronext Paris","04/02/2013","3778.06","3778.06","3659.91","3659.91","0.00","0.00","3374859316.37","EUR"
"FR0003500008","Euronext Paris","05/02/2013","3654.32","3710.81","3654.32","3694.70","0.00","0.00","2442139723.06","EUR"
"FR0003500008","Euronext Paris","06/02/2013","3695.17","3706.98","3624.03","3642.90","0.00","0.00","3197455628.07","EUR"
"FR0003500008","Euronext Paris","07/02/2013","3640.38","3659.97","3601.05","3601.05","0.00","0.00","2911059989.79","EUR"
"FR0003500008","Euronext Paris","08/02/2013","3613.00","3653.56","3608.11","3649.50","0.00","0.00","2477405843.67","EUR"
"FR0003500008","Euronext Paris","11/02/2013","3659.30","3676.43","3634.82","3650.58","0.00","0.00","2078639678.34","EUR"
"FR0003500008","Euronext Paris","12/02/2013","3645.63","3686.58","3639.53","3686.58","0.00","0.00","2421049069.94","EUR"
"FR0003500008","Euronext Paris","13/02/2013","3691.52","3709.39","3673.14","3698.53","0.00","0.00","2537410567.91","EUR"
"FR0003500008","Euronext Paris","14/02/2013","3693.12","3710.09","3657.66","3669.60","0.00","0.00","3303387341.99","EUR"
"FR0003500008","Euronext Paris","15/02/2013","3664.80","3694.73","3659.24","3660.37","0.00","0.00","3552779115.06","EUR"
"FR0003500008","Euronext Paris","18/02/2013","3656.15","3669.35","3640.83","3667.04","0.00","0.00","1809605398.81","EUR"
"FR0003500008","Euronext Paris","19/02/2013","3661.24","3740.49","3661.13","3735.82","0.00","0.00","2924612563.02","EUR"
"FR0003500008","Euronext Paris","20/02/2013","3733.43","3743.65","3701.75","3709.88","0.00","0.00","2798829834.87","EUR"
"FR0003500008","Euronext Paris","21/02/2013","3687.04","3688.05","3623.17","3624.80","0.00","0.00","3723884243.04","EUR"
"FR0003500008","Euronext Paris","22/02/2013","3646.79","3706.78","3645.10","3706.28","0.00","0.00","2891879705.35","EUR"
"FR0003500008","Euronext Paris","25/02/2013","3722.04","3787.53","3704.93","3721.33","0.00","0.00","3507385587.61","EUR"
"FR0003500008","Euronext Paris","26/02/2013","3600.81","3667.62","3600.81","3621.92","0.00","0.00","4057828531.05","EUR"
"FR0003500008","Euronext Paris","27/02/2013","3641.62","3693.17","3619.47","3691.49","0.00","0.00","3193235518.63","EUR"
"FR0003500008","Euronext Paris","28/02/2013","3710.47","3728.12","3685.06","3723.00","0.00","0.00","3286799662.92","EUR"
"FR0003500008","Euronext Paris","01/03/2013","3713.40","3731.70","3661.21","3699.91","0.00","0.00","2789460586.12","EUR"
"FR0003500008","Euronext Paris","04/03/2013","3680.23","3723.68","3673.03","3709.76","0.00","0.00","2247086152.17","EUR"
"FR0003500008","Euronext Paris","05/03/2013","3737.77","3793.24","3736.91","3787.19","0.00","0.00","3085265223.52","EUR"
"FR0003500008","Euronext Paris","06/03/2013","3790.21","3809.00","3769.94","3773.76","0.00","0.00","2465528834.51","EUR"
"FR0003500008","Euronext Paris","07/03/2013","3781.45","3802.18","3779.82","3793.78","0.00","0.00","2482298959.05","EUR"
"FR0003500008","Euronext Paris","08/03/2013","3815.51","3849.87","3813.08","3840.15","0.00","0.00","2804123299.99","EUR"
"FR0003500008","Euronext Paris","11/03/2013","3831.68","3837.79","3817.92","3836.27","0.00","0.00","1974265897.99","EUR"
"FR0003500008","Euronext Paris","12/03/2013","3823.04","3855.07","3822.95","3839.97","0.00","0.00","2215427929.35","EUR"
"FR0003500008","Euronext Paris","13/03/2013","3834.87","3839.99","3817.56","3836.04","0.00","0.00","2247642875.79","EUR"
"FR0003500008","Euronext Paris","14/03/2013","3854.48","3871.58","3849.69","3871.58","0.00","0.00","2998982514.33","EUR"
"FR0003500008","Euronext Paris","15/03/2013","3868.52","3868.52","3829.73","3844.03","0.00","0.00","8033845897.79","EUR"
"FR0003500008","Euronext Paris","18/03/2013","3769.80","3832.02","3761.22","3825.47","0.00","0.00","3128051517.66","EUR"
"FR0003500008","Euronext Paris","19/03/2013","3813.10","3819.37","3763.99","3775.75","0.00","0.00","3160109174.68","EUR"
"FR0003500008","Euronext Paris","20/03/2013","3797.84","3834.88","3785.81","3829.56","0.00","0.00","3044002683.97","EUR"
"FR0003500008","Euronext Paris","21/03/2013","3822.65","3822.65","3756.58","3774.85","0.00","0.00","3044299051.98","EUR"
"FR0003500008","Euronext Paris","22/03/2013","3766.43","3790.92","3750.05","3770.29","0.00","0.00","2605089655.84","EUR"
"FR0003500008","Euronext Paris","25/03/2013","3824.30","3837.02","3719.44","3727.98","0.00","0.00","3453787147.22","EUR"
"FR0003500008","Euronext Paris","26/03/2013","3735.36","3765.01","3732.14","3748.64","0.00","0.00","2880960649.48","EUR"
"FR0003500008","Euronext Paris","27/03/2013","3763.56","3765.76","3669.17","3711.64","0.00","0.00","3545559780.99","EUR"
"FR0003500008","Euronext Paris","28/03/2013","3710.99","3751.15","3695.09","3731.42","0.00","0.00","2905404506.13","EUR"
"FR0003500008","Euronext Paris","02/04/2013","3729.28","3810.18","3729.28","3805.37","0.00","0.00","3409431797.04","EUR"
"FR0003500008","Euronext Paris","03/04/2013","3788.73","3806.30","3752.71","3754.96","0.00","0.00","2893384841.97","EUR"
"FR0003500008","Euronext Paris","04/04/2013","3768.30","3794.72","3719.20","3726.16","0.00","0.00","3122787551.67","EUR"
"FR0003500008","Euronext Paris","05/04/2013","3726.75","3735.68","3638.83","3663.48","0.00","0.00","3339752645.73","EUR"
"FR0003500008","Euronext Paris","08/04/2013","3677.22","3694.27","3663.16","3666.78","0.00","0.00","2041048463.28","EUR"
"FR0003500008","Euronext Paris","09/04/2013","3688.32","3701.93","3655.92","3670.72","0.00","0.00","2668409328.22","EUR"
"FR0003500008","Euronext Paris","10/04/2013","3685.69","3750.17","3685.67","3743.71","0.00","0.00","3155345384.31","EUR"
"FR0003500008","Euronext Paris","11/04/2013","3739.55","3788.86","3736.53","3775.66","0.00","0.00","2585042259.47","EUR"
"FR0003500008","Euronext Paris","12/04/2013","3766.72","3773.64","3718.11","3729.30","0.00","0.00","2697240273.84","EUR"
"FR0003500008","Euronext Paris","15/04/2013","3729.18","3747.67","3684.85","3710.48","0.00","0.00","2789142386.11","EUR"
"FR0003500008","Euronext Paris","16/04/2013","3693.36","3721.96","3676.45","3685.79","0.00","0.00","3073405828.99","EUR"
"FR0003500008","Euronext Paris","17/04/2013","3708.78","3711.47","3591.32","3599.23","0.00","0.00","4309694869.56","EUR"
"FR0003500008","Euronext Paris","18/04/2013","3619.23","3636.88","3584.38","3599.36","0.00","0.00","3354567561.17","EUR"
"FR0003500008","Euronext Paris","19/04/2013","3634.17","3657.98","3613.97","3651.96","0.00","0.00","3991176321.60","EUR"
"FR0003500008","Euronext Paris","22/04/2013","3675.54","3681.95","3631.58","3652.13","0.00","0.00","2395753561.08","EUR"
"FR0003500008","Euronext Paris","23/04/2013","3655.07","3783.05","3655.07","3783.05","0.00","0.00","4086501243.47","EUR"
"FR0003500008","Euronext Paris","24/04/2013","3787.64","3849.04","3782.56","3842.94","0.00","0.00","3875579699.53","EUR"
"FR0003500008","Euronext Paris","25/04/2013","3835.90","3854.41","3825.61","3840.47","0.00","0.00","2915557421.01","EUR"
"FR0003500008","Euronext Paris","26/04/2013","3827.17","3828.14","3788.47","3810.05","0.00","0.00","2816540153.51","EUR"
"FR0003500008","Euronext Paris","29/04/2013","3828.18","3870.19","3828.18","3868.68","0.00","0.00","2533136251.72","EUR"
"FR0003500008","Euronext Paris","30/04/2013","3882.87","3886.45","3843.37","3856.75","0.00","0.00","3056592413.45","EUR"
"FR0003500008","Euronext Paris","02/05/2013","3825.82","3888.98","3819.04","3858.76","0.00","0.00","3589373471.41","EUR"
"FR0003500008","Euronext Paris","03/05/2013","3869.99","3914.51","3848.33","3912.95","0.00","0.00","3214603355.87","EUR"
"FR0003500008","Euronext Paris","06/05/2013","3909.59","3915.59","3897.73","3907.04","0.00","0.00","1454725423.73","EUR"
"FR0003500008","Euronext Paris","07/05/2013","3909.11","3940.58","3904.90","3921.32","0.00","0.00","3191095552.93","EUR"
"FR0003500008","Euronext Paris","08/05/2013","3923.92","3957.06","3919.19","3956.28","0.00","0.00","2733088117.08","EUR"
"FR0003500008","Euronext Paris","09/05/2013","3926.86","3941.81","3909.00","3928.58","0.00","0.00","1770642434.89","EUR"
"FR0003500008","Euronext Paris","10/05/2013","3932.43","3971.92","3930.36","3953.83","0.00","0.00","2581249734.47","EUR"
"FR0003500008","Euronext Paris","13/05/2013","3948.45","3961.66","3933.32","3945.20","0.00","0.00","2186975011.82","EUR"
"FR0003500008","Euronext Paris","14/05/2013","3949.63","3966.06","3922.20","3966.06","0.00","0.00","2582462540.86","EUR"
"FR0003500008","Euronext Paris","15/05/2013","3959.02","3983.05","3950.57","3982.23","0.00","0.00","2560302042.33","EUR"
"FR0003500008","Euronext Paris","16/05/2013","3967.41","3984.28","3957.77","3979.07","0.00","0.00","2574900538.53","EUR"
"FR0003500008","Euronext Paris","17/05/2013","3969.82","4018.84","3962.31","4001.27","0.00","0.00","5299254856.44","EUR"
"FR0003500008","Euronext Paris","20/05/2013","4005.42","4022.85","3993.12","4022.85","0.00","0.00","1885112290.21","EUR"
"FR0003500008","Euronext Paris","21/05/2013","4007.94","4036.18","3991.38","4036.18","0.00","0.00","2678180207.75","EUR"
"FR0003500008","Euronext Paris","22/05/2013","4035.43","4058.73","4009.26","4051.11","0.00","0.00","2881704023.25","EUR"
"FR0003500008","Euronext Paris","23/05/2013","3953.32","3983.72","3940.29","3967.15","0.00","0.00","3762221740.89","EUR"
"FR0003500008","Euronext Paris","24/05/2013","3981.27","3997.13","3942.06","3956.79","0.00","0.00","2522431091.34","EUR"
"FR0003500008","Euronext Paris","27/05/2013","3980.55","3998.05","3976.41","3995.16","0.00","0.00","0.00","EUR"
"FR0003500008","Euronext Paris","28/05/2013","4005.50","4072.24","4004.27","4050.56","0.00","0.00","3102663196.26","EUR"
"FR0003500008","Euronext Paris","29/05/2013","4022.81","4028.77","3970.46","3974.12","0.00","0.00","2814477149.42","EUR"
"FR0003500008","Euronext Paris","30/05/2013","3963.69","4018.97","3963.69","3996.31","0.00","0.00","2536339470.61","EUR"
"FR0003500008","Euronext Paris","31/05/2013","3995.44","3995.44","3938.19","3948.59","0.00","0.00","4059720723.88","EUR"
"FR0003500008","Euronext Paris","03/06/2013","3931.18","3979.53","3889.44","3920.67","0.00","0.00","2835816555.25","EUR"
"FR0003500008","Euronext Paris","04/06/2013","3951.16","3962.42","3919.67","3925.83","0.00","0.00","2232224339.12","EUR"
"FR0003500008","Euronext Paris","05/06/2013","3901.45","3915.71","3852.44","3852.44","0.00","0.00","2717219368.04","EUR"
"FR0003500008","Euronext Paris","06/06/2013","3860.81","3877.96","3814.28","3814.28","0.00","0.00","2539553677.09","EUR"
"FR0003500008","Euronext Paris","07/06/2013","3823.87","3889.55","3800.85","3872.59","0.00","0.00","2984148654.55","EUR"
"FR0003500008","Euronext Paris","10/06/2013","3865.11","3884.64","3853.88","3864.36","0.00","0.00","1949037206.62","EUR"
"FR0003500008","Euronext Paris","11/06/2013","3849.36","3849.36","3780.39","3810.56","0.00","0.00","3038454642.11","EUR"
"FR0003500008","Euronext Paris","12/06/2013","3808.68","3835.49","3791.71","3793.70","0.00","0.00","2390631172.99","EUR"
"FR0003500008","Euronext Paris","13/06/2013","3746.62","3804.25","3731.84","3797.98","0.00","0.00","2838818761.30","EUR"
"FR0003500008","Euronext Paris","14/06/2013","3822.64","3830.69","3793.50","3805.16","0.00","0.00","2289977684.43","EUR"
"FR0003500008","Euronext Paris","17/06/2013","3815.69","3882.88","3814.61","3863.66","0.00","0.00","2611288746.17","EUR"
"FR0003500008","Euronext Paris","18/06/2013","3847.29","3870.87","3837.04","3860.55","0.00","0.00","2218624277.63","EUR"
"FR0003500008","Euronext Paris","19/06/2013","3865.13","3868.40","3823.65","3839.34","0.00","0.00","2577674750.65","EUR"
"FR0003500008","Euronext Paris","20/06/2013","3777.06","3783.20","3696.45","3698.93","0.00","0.00","4196595199.36","EUR"
"FR0003500008","Euronext Paris","21/06/2013","3720.70","3744.25","3658.04","3658.04","0.00","0.00","6298503871.58","EUR"
"FR0003500008","Euronext Paris","24/06/2013","3655.25","3668.11","3575.17","3595.63","0.00","0.00","3728121954.57","EUR"
"FR0003500008","Euronext Paris","25/06/2013","3642.35","3655.62","3618.58","3649.82","0.00","0.00","3011997335.47","EUR"
"FR0003500008","Euronext Paris","26/06/2013","3656.20","3730.69","3637.73","3726.04","0.00","0.00","3164998779.66","EUR"
"FR0003500008","Euronext Paris","27/06/2013","3721.50","3780.56","3704.18","3762.19","0.00","0.00","2844699601.86","EUR"
"FR0003500008","Euronext Paris","28/06/2013","3767.63","3775.34","3723.66","3738.91","0.00","0.00","3381158856.08","EUR"
"FR0003500008","Euronext Paris","01/07/2013","3763.17","3786.41","3724.53","3767.48","0.00","0.00","2486988607.22","EUR"
"FR0003500008","Euronext Paris","02/07/2013","3776.41","3776.41","3731.03","3742.57","0.00","0.00","2200391689.30","EUR"
"FR0003500008","Euronext Paris","03/07/2013","3708.91","3708.91","3668.77","3702.01","0.00","0.00","2899346359.17","EUR"
"FR0003500008","Euronext Paris","04/07/2013","3734.23","3809.82","3722.79","3809.31","0.00","0.00","3078587942.34","EUR"
"FR0003500008","Euronext Paris","05/07/2013","3810.73","3837.39","3753.85","3753.85","0.00","0.00","2704705567.92","EUR"
"FR0003500008","Euronext Paris","08/07/2013","3783.16","3842.51","3781.51","3823.83","0.00","0.00","2215654065.25","EUR"
"FR0003500008","Euronext Paris","09/07/2013","3839.61","3858.54","3832.16","3843.56","0.00","0.00","2432737921.14","EUR"
"FR0003500008","Euronext Paris","10/07/2013","3840.24","3855.19","3812.03","3840.53","0.00","0.00","2161241147.66","EUR"
"FR0003500008","Euronext Paris","11/07/2013","3885.57","3888.19","3855.05","3868.98","0.00","0.00","2551431570.02","EUR"
"FR0003500008","Euronext Paris","12/07/2013","3879.19","3886.08","3844.88","3855.09","0.00","0.00","2128451837.13","EUR"
"FR0003500008","Euronext Paris","15/07/2013","3865.23","3893.26","3862.84","3878.58","0.00","0.00","1582876847.29","EUR"
"FR0003500008","Euronext Paris","16/07/2013","3881.99","3884.64","3846.82","3851.03","0.00","0.00","1899645089.65","EUR"
"FR0003500008","Euronext Paris","17/07/2013","3859.20","3883.09","3821.55","3872.02","0.00","0.00","2327479775.69","EUR"
"FR0003500008","Euronext Paris","18/07/2013","3862.63","3927.79","3858.57","3927.79","0.00","0.00","2701506418.81","EUR"
"FR0003500008","Euronext Paris","19/07/2013","3914.19","3925.32","3900.10","3925.32","0.00","0.00","2804533312.10","EUR"
"FR0003500008","Euronext Paris","22/07/2013","3927.52","3945.98","3915.81","3939.92","0.00","0.00","1975582254.49","EUR"
"FR0003500008","Euronext Paris","23/07/2013","3949.20","3955.55","3923.09","3923.09","0.00","0.00","2286648121.29","EUR"
"FR0003500008","Euronext Paris","24/07/2013","3932.28","3976.50","3932.28","3962.75","0.00","0.00","2787062756.22","EUR"
"FR0003500008","Euronext Paris","25/07/2013","3962.11","3967.58","3920.17","3956.02","0.00","0.00","2723703473.90","EUR"
"FR0003500008","Euronext Paris","26/07/2013","3977.80","4002.35","3960.52","3968.84","0.00","0.00","2728614868.44","EUR"
"FR0003500008","Euronext Paris","29/07/2013","3987.04","3997.86","3962.43","3968.91","0.00","0.00","2848379632.17","EUR"
"FR0003500008","Euronext Paris","30/07/2013","3983.10","3998.16","3966.03","3986.61","0.00","0.00","2566888041.38","EUR"
"FR0003500008","Euronext Paris","31/07/2013","3973.17","4007.23","3965.03","3992.69","0.00","0.00","3345726716.48","EUR"
"FR0003500008","Euronext Paris","01/08/2013","3998.02","4044.50","3993.75","4042.73","0.00","0.00","3955602133.71","EUR"
"FR0003500008","Euronext Paris","02/08/2013","4059.62","4059.62","4027.76","4045.65","0.00","0.00","2730852562.69","EUR"
"FR0003500008","Euronext Paris","05/08/2013","4050.04","4062.78","4040.34","4049.97","0.00","0.00","2110511063.25","EUR"
"FR0003500008","Euronext Paris","06/08/2013","4050.78","4064.98","4013.96","4032.57","0.00","0.00","2655172196.49","EUR"
"FR0003500008","Euronext Paris","07/08/2013","4024.98","4043.55","4010.63","4038.49","0.00","0.00","2415088957.07","EUR"
"FR0003500008","Euronext Paris","08/08/2013","4043.78","4069.72","4032.99","4064.32","0.00","0.00","2321580167.78","EUR"
"FR0003500008","Euronext Paris","09/08/2013","4074.64","4087.73","4049.87","4076.55","0.00","0.00","2230598051.83","EUR"
"FR0003500008","Euronext Paris","12/08/2013","4081.15","4088.64","4048.62","4071.68","0.00","0.00","1854228940.41","EUR"
"FR0003500008","Euronext Paris","13/08/2013","4081.56","4092.50","4075.45","4092.50","0.00","0.00","2079946000.90","EUR"
"FR0003500008","Euronext Paris","14/08/2013","4100.40","4122.16","4091.58","4114.20","0.00","0.00","2182938501.23","EUR"
"FR0003500008","Euronext Paris","15/08/2013","4110.16","4111.64","4055.30","4093.20","0.00","0.00","1994525868.82","EUR"
"FR0003500008","Euronext Paris","16/08/2013","4093.30","4123.89","4077.52","4123.89","0.00","0.00","2917822903.46","EUR"
"FR0003500008","Euronext Paris","19/08/2013","4121.98","4122.14","4080.66","4083.98","0.00","0.00","1926766808.72","EUR"
"FR0003500008","Euronext Paris","20/08/2013","4066.36","4067.90","4005.47","4028.93","0.00","0.00","2775258268.07","EUR"
"FR0003500008","Euronext Paris","21/08/2013","4042.67","4048.30","4015.03","4015.09","0.00","0.00","1867186679.06","EUR"
"FR0003500008","Euronext Paris","22/08/2013","4019.89","4071.73","4019.75","4059.12","0.00","0.00","2373563175.54","EUR"
"FR0003500008","Euronext Paris","23/08/2013","4059.06","4073.82","4025.56","4069.47","0.00","0.00","1925525458.68","EUR"
"FR0003500008","Euronext Paris","26/08/2013","4071.38","4072.12","4037.97","4067.13","0.00","0.00","1099655487.76","EUR"
"FR0003500008","Euronext Paris","27/08/2013","4048.63","4062.48","3968.73","3968.73","0.00","0.00","3199853304.37","EUR"
"FR0003500008","Euronext Paris","28/08/2013","3955.96","3976.11","3934.79","3960.46","0.00","0.00","3351855891.48","EUR"
"FR0003500008","Euronext Paris","29/08/2013","3978.53","3990.27","3950.74","3986.35","0.00","0.00","2512407869.57","EUR"
"FR0003500008","Euronext Paris","30/08/2013","3985.61","3988.93","3933.78","3933.78","0.00","0.00","2856611332.62","EUR"
"FR0003500008","Euronext Paris","02/09/2013","3975.25","4014.50","3975.25","4006.01","0.00","0.00","1987425506.22","EUR"
"FR0003500008","Euronext Paris","03/09/2013","4010.88","4010.88","3951.32","3974.07","0.00","0.00","2628097515.47","EUR"
"FR0003500008","Euronext Paris","04/09/2013","3983.45","3987.88","3927.63","3980.42","0.00","0.00","2557099738.52","EUR"
"FR0003500008","Euronext Paris","05/09/2013","3985.85","4009.59","3968.18","4006.80","0.00","0.00","2690969218.26","EUR"
"FR0003500008","Euronext Paris","06/09/2013","3999.62","4049.19","3985.77","4049.19","0.00","0.00","3131550496.04","EUR"
"FR0003500008","Euronext Paris","09/09/2013","4044.97","4047.94","4022.81","4040.33","0.00","0.00","2257556427.33","EUR"
"FR0003500008","Euronext Paris","10/09/2013","4070.72","4119.98","4067.16","4116.64","0.00","0.00","3303382336.04","EUR"
"FR0003500008","Euronext Paris","11/09/2013","4106.95","4122.53","4100.89","4119.11","0.00","0.00","2665839790.01","EUR"
"FR0003500008","Euronext Paris","12/09/2013","4117.66","4121.32","4095.21","4106.63","0.00","0.00","3025226623.50","EUR"
"FR0003500008","Euronext Paris","13/09/2013","4100.67","4117.38","4095.73","4114.50","0.00","0.00","2438699040.28","EUR"
"FR0003500008","Euronext Paris","16/09/2013","4153.62","4162.67","4138.34","4152.22","0.00","0.00","2717137688.97","EUR"
"FR0003500008","Euronext Paris","17/09/2013","4142.68","4155.85","4131.22","4145.51","0.00","0.00","2388350031.47","EUR"
"FR0003500008","Euronext Paris","18/09/2013","4147.24","4170.40","4134.44","4170.40","0.00","0.00","2510212322.22","EUR"
"FR0003500008","Euronext Paris","19/09/2013","4225.45","4227.21","4188.73","4206.04","0.00","0.00","3707344378.92","EUR"
"FR0003500008","Euronext Paris","20/09/2013","4195.63","4219.90","4193.92","4203.66","0.00","0.00","6908359412.94","EUR"
"FR0003500008","Euronext Paris","23/09/2013","4207.99","4216.92","4162.84","4172.08","0.00","0.00","2866156427.89","EUR"
"FR0003500008","Euronext Paris","24/09/2013","4174.26","4206.30","4174.26","4195.61","0.00","0.00","2584352629.27","EUR"
"FR0003500008","Euronext Paris","25/09/2013","4185.76","4202.54","4171.88","4195.35","0.00","0.00","2378068661.01","EUR"
"FR0003500008","Euronext Paris","26/09/2013","4199.34","4202.40","4170.67","4186.72","0.00","0.00","2317332862.07","EUR"
"FR0003500008","Euronext Paris","27/09/2013","4190.19","4201.21","4163.70","4186.77","0.00","0.00","2290376295.99","EUR"
"FR0003500008","Euronext Paris","30/09/2013","4138.47","4150.44","4120.24","4143.44","0.00","0.00","2844929274.41","EUR"
"FR0003500008","Euronext Paris","01/10/2013","4150.04","4196.60","4150.04","4196.60","0.00","0.00","2662799942.07","EUR"
"FR0003500008","Euronext Paris","02/10/2013","4177.18","4180.79","4136.79","4158.16","0.00","0.00","2787322742.91","EUR"
"FR0003500008","Euronext Paris","03/10/2013","4158.53","4166.92","4124.83","4127.98","0.00","0.00","2253426147.43","EUR"
"FR0003500008","Euronext Paris","04/10/2013","4128.11","4176.26","4124.67","4164.25","0.00","0.00","2359275148.74","EUR"
"FR0003500008","Euronext Paris","07/10/2013","4145.92","4165.58","4105.67","4165.58","0.00","0.00","2270962768.74","EUR"
"FR0003500008","Euronext Paris","08/10/2013","4161.01","4172.18","4133.19","4133.53","0.00","0.00","2277035959.76","EUR"
"FR0003500008","Euronext Paris","09/10/2013","4126.40","4162.25","4113.68","4127.05","0.00","0.00","3038909496.85","EUR"
"FR0003500008","Euronext Paris","10/10/2013","4158.08","4220.62","4148.42","4218.11","0.00","0.00","3493934554.72","EUR"
"FR0003500008","Euronext Paris","11/10/2013","4227.54","4227.54","4209.12","4219.98","0.00","0.00","2395660582.10","EUR"
"FR0003500008","Euronext Paris","14/10/2013","4202.82","4222.96","4192.59","4222.96","0.00","0.00","2052237807.67","EUR"
"FR0003500008","Euronext Paris","15/10/2013","4238.83","4261.74","4232.13","4256.02","0.00","0.00","2715063734.39","EUR"
"FR0003500008","Euronext Paris","16/10/2013","4229.05","4247.54","4213.40","4243.72","0.00","0.00","3351650905.52","EUR"
"FR0003500008","Euronext Paris","17/10/2013","4234.44","4242.41","4204.74","4239.64","0.00","0.00","2898434338.96","EUR"
"FR0003500008","Euronext Paris","18/10/2013","4259.87","4286.03","4246.89","4286.03","0.00","0.00","3792308512.91","EUR"
"FR0003500008","Euronext Paris","21/10/2013","4286.15","4286.15","4267.54","4276.92","0.00","0.00","2430953116.76","EUR"
"FR0003500008","Euronext Paris","22/10/2013","4264.98","4309.15","4263.23","4295.43","0.00","0.00","2991661855.38","EUR"
"FR0003500008","Euronext Paris","23/10/2013","4272.74","4274.76","4249.61","4260.66","0.00","0.00","2849760743.08","EUR"
"FR0003500008","Euronext Paris","24/10/2013","4269.39","4281.03","4259.84","4275.69","0.00","0.00","2752597157.30","EUR"
"FR0003500008","Euronext Paris","25/10/2013","4247.82","4279.77","4242.22","4272.31","0.00","0.00","2949277828.00","EUR"
"FR0003500008","Euronext Paris","28/10/2013","4288.86","4288.86","4236.03","4251.61","0.00","0.00","2315064199.16","EUR"
"FR0003500008","Euronext Paris","29/10/2013","4243.80","4281.47","4243.29","4278.09","0.00","0.00","2519144196.95","EUR"
"FR0003500008","Euronext Paris","30/10/2013","4272.94","4309.92","4264.58","4274.11","0.00","0.00","2672368448.02","EUR"
"FR0003500008","Euronext Paris","31/10/2013","4256.68","4303.82","4254.89","4299.89","0.00","0.00","3523076305.87","EUR"
"FR0003500008","Euronext Paris","01/11/2013","4302.71","4305.26","4266.97","4273.19","0.00","0.00","2037906398.59","EUR"
"FR0003500008","Euronext Paris","04/11/2013","4286.29","4296.07","4276.81","4288.59","0.00","0.00","2069871416.16","EUR"
"FR0003500008","Euronext Paris","05/11/2013","4294.39","4296.95","4232.96","4253.34","0.00","0.00","2995976970.04","EUR"
"FR0003500008","Euronext Paris","06/11/2013","4266.47","4299.87","4265.51","4286.93","0.00","0.00","2761900016.01","EUR"
"FR0003500008","Euronext Paris","07/11/2013","4282.68","4356.28","4269.29","4280.99","0.00","0.00","4327700318.92","EUR"
"FR0003500008","Euronext Paris","08/11/2013","4252.30","4267.75","4211.82","4260.44","0.00","0.00","3436563982.07","EUR"
"FR0003500008","Euronext Paris","11/11/2013","4263.88","4296.02","4253.47","4290.14","0.00","0.00","1840877025.02","EUR"
"FR0003500008","Euronext Paris","12/11/2013","4288.68","4297.94","4263.78","4263.78","0.00","0.00","2175486944.60","EUR"
"FR0003500008","Euronext Paris","13/11/2013","4249.35","4266.45","4213.21","4239.94","0.00","0.00","2582935963.96","EUR"
"FR0003500008","Euronext Paris","14/11/2013","4292.63","4294.15","4257.51","4283.91","0.00","0.00","3189930211.61","EUR"
"FR0003500008","Euronext Paris","15/11/2013","4282.95","4299.67","4271.55","4292.23","0.00","0.00","3513990410.92","EUR"
"FR0003500008","Euronext Paris","18/11/2013","4287.43","4336.61","4277.21","4320.68","0.00","0.00","2645443924.33","EUR"
"FR0003500008","Euronext Paris","19/11/2013","4303.18","4303.18","4264.33","4272.29","0.00","0.00","2310296784.56","EUR"
"FR0003500008","Euronext Paris","20/11/2013","4262.90","4290.82","4248.58","4268.37","0.00","0.00","2383156259.69","EUR"
"FR0003500008","Euronext Paris","21/11/2013","4246.71","4266.06","4222.31","4253.90","0.00","0.00","2422589463.33","EUR"
"FR0003500008","Euronext Paris","22/11/2013","4265.02","4285.03","4250.78","4278.53","0.00","0.00","2370723298.30","EUR"
"FR0003500008","Euronext Paris","25/11/2013","4297.50","4307.98","4290.78","4301.97","0.00","0.00","2267764914.69","EUR"
"FR0003500008","Euronext Paris","26/11/2013","4295.91","4304.87","4277.57","4277.57","0.00","0.00","2891784654.76","EUR"
"FR0003500008","Euronext Paris","27/11/2013","4286.84","4303.97","4276.79","4293.06","0.00","0.00","2880434240.23","EUR"
"FR0003500008","Euronext Paris","28/11/2013","4289.43","4311.81","4289.43","4302.42","0.00","0.00","1595886094.76","EUR"
"FR0003500008","Euronext Paris","29/11/2013","4297.96","4310.66","4294.39","4295.21","0.00","0.00","2139777779.94","EUR"
"FR0003500008","Euronext Paris","02/12/2013","4296.40","4309.31","4273.42","4285.81","0.00","0.00","2272742758.48","EUR"
"FR0003500008","Euronext Paris","03/12/2013","4276.65","4277.27","4172.44","4172.44","0.00","0.00","3493534630.48","EUR"
"FR0003500008","Euronext Paris","04/12/2013","4185.51","4192.53","4120.10","4148.52","0.00","0.00","3291902851.42","EUR"
